,date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,GDP_dollar,adj_price,USD,EUR,GBP,JPY,CNY
131,2013-01-01,NOR,NOK,Norway,43.0,5.4831,7.842279002753919,97607.32,7.070504281672929,0.245,0.032,0.17,0.513,0.299
132,2013-01-01,PAK,PKR,Pakistan,290.0,97.665,2.96933394767829,1199.111,2.8265017673981805,0.179,-0.022000000000000002,0.10800000000000001,0.433,0.23
133,2013-01-01,PER,PEN,Peru,10.0,2.5595,3.90701308849385,5904.494000000001,3.03363824975546,0.445,0.19899999999999998,0.359,0.757,0.508
134,2013-01-01,PHL,PHP,Philippines,118.0,40.6,2.9064039408867,2344.889,2.8769402597552003,0.134,-0.06,0.066,0.37799999999999995,0.183
135,2013-01-01,POL,PLN,Poland,9.1,3.092,2.94307891332471,13468.655,3.3666214950139506,-0.019,-0.18600000000000003,-0.078,0.192,0.024
136,2013-01-01,RUS,RUB,Russia,72.88,30.045,2.4256947911466096,12993.358,3.34569836321895,-0.18600000000000003,-0.325,-0.235,-0.011000000000000001,-0.151
137,2013-01-01,SAU,SAR,Saudi Arabia,11.0,3.7502,2.93317689723215,21196.287,3.70680092555798,-0.11199999999999999,-0.263,-0.165,0.079,-0.073
138,2013-01-01,SGP,SGD,Singapore,4.5,1.23485,3.64416730777017,49270.872,4.94267710833429,-0.17300000000000001,-0.314,-0.222,0.006,-0.13699999999999998
139,2013-01-01,ZAF,ZAR,South Africa,20.9,9.047,2.3101580634464502,8078.451,3.12933838846383,-0.172,-0.313,-0.221,0.006999999999999999,-0.135
140,2013-01-01,KOR,KRW,South Korea,3700.0,1085.475,3.40864598447684,22424.062,3.7608490220947,0.017,-0.156,-0.044000000000000004,0.23600000000000002,0.061
141,2013-01-01,SWE,SEK,Sweden,40.55930138,6.3492,6.38809635544636,57638.234000000004,5.31101820432796,0.35,0.12,0.26899999999999996,0.6409999999999999,0.409
142,2013-01-01,CHE,CHF,Switzerland,6.5,0.9123,7.12484928203442,83072.845,6.43067963309281,0.243,0.031,0.16899999999999998,0.511,0.297
143,2013-01-01,TWN,TWD,Taiwan,75.0,29.502,2.54220052877771,20082.918,3.65778911541933,-0.22,-0.353,-0.267,-0.052000000000000005,-0.18600000000000003
144,2013-01-01,THA,THB,Thailand,87.0,29.755,2.9238783397748302,5394.714,3.0111971358278398,0.09,-0.096,0.025,0.324,0.13699999999999998
145,2013-01-01,TUR,TRY,Turkey,8.45,1.76875,4.7773851590106,10362.609,3.22988970453485,0.66,0.377,0.561,1.0170000000000001,0.732
146,2013-01-01,USA,USD,United States,4.367395833,1.0,4.367395833,48327.861,4.901164657304429,0.0,-0.171,-0.06,0.215,0.044000000000000004
147,2013-07-01,ARG,ARS,Argentina,21.0,5.4125,3.87990762124711,10959.082,3.1222814939895804,0.28600000000000003,0.165,0.332,0.792,0.375
148,2013-07-01,AUS,AUD,Australia,5.035,1.089858863,4.61986425117506,66371.218,5.484971452436861,-0.128,-0.21100000000000002,-0.09699999999999999,0.215,-0.068
149,2013-07-01,BRA,BRL,Brazil,12.0,2.27065,5.28483033492612,12788.551000000001,3.20028729466094,0.7090000000000001,0.5479999999999999,0.77,1.382,0.8270000000000001
150,2013-07-01,GBR,GBP,Britain,2.69,0.669142494,4.02007049936362,38811.424,4.30986337610001,-0.035,-0.126,0.0,0.345,0.032
151,2013-07-01,CAN,CAD,Canada,5.53,1.05125,5.260404280618309,50496.043,4.80807791848081,0.132,0.025,0.17300000000000001,0.578,0.21100000000000002
152,2013-07-01,CHL,CLP,Chile,2000.0,508.155,3.93580698802531,14403.111,3.26912969949642,0.24600000000000002,0.128,0.29100000000000004,0.737,0.332
153,2013-07-01,CHN,CNY,China,16.0,6.1341,2.60836960597317,5416.668000000001,2.8859613148981698,-0.065,-0.153,-0.031,0.304,0.0
154,2013-07-01,COL,COP,Colombia,8600.0,1921.0,4.47683498178032,7114.33,2.95834706375718,0.5660000000000001,0.418,0.622,1.183,0.674
155,2013-07-01,CZE,CZK,Czech Republic,70.45,20.1828,3.49059595298967,20435.875,3.52635766350204,0.024,-0.07200000000000001,0.061,0.428,0.095
156,2013-07-01,DNK,DKK,Denmark,28.5,5.8006,4.9132848326035194,59708.962,5.20090289836045,-0.022000000000000002,-0.115,0.013000000000000001,0.363,0.045
157,2013-07-01,EGY,EGP,Egypt,16.75,7.00915,2.38973341988686,2931.827,2.7800114399639497,-0.11,-0.19399999999999998,-0.078,0.24,-0.049
158,2013-07-01,EUZ,EUR,Euro area,3.6238704889999998,0.777756173,4.65939148386547,40137.01059,4.36638439029166,0.10400000000000001,0.0,0.14400000000000002,0.539,0.18100000000000002
159,2013-07-01,HKG,HKD,Hong Kong,17.0,7.75665,2.19166779473097,34259.337,4.1157692476066,-0.449,-0.501,-0.429,-0.23199999999999998,-0.41100000000000003
160,2013-07-01,HUN,HUF,Hungary,860.0,228.46200000000002,3.7643021596589397,14050.008999999998,3.25407396243356,0.19699999999999998,0.084,0.24,0.669,0.28
161,2013-07-01,IND,INR,India,90.0,59.98,1.50050016672224,1513.618,2.71954114581612,-0.429,-0.483,-0.408,-0.204,-0.39
162,2013-07-01,IDN,IDR,Indonesia,27939.0,9965.0,2.80371299548419,3511.7990000000004,2.8047405718743397,0.035,-0.063,0.07200000000000001,0.442,0.106
163,2013-07-01,ISR,ILS,Israel,17.5,3.64595,4.79984640491504,32350.817000000003,4.03439283144578,0.231,0.115,0.275,0.716,0.316
164,2013-07-01,JPN,JPY,Japan,320.0,100.105,3.1966435242994904,45869.72,4.61081847884048,-0.28300000000000003,-0.35,-0.257,0.0,-0.233
165,2013-07-01,MYS,MYR,Malaysia,7.3,3.1805,2.2952365980191805,10084.608,3.0849952406907897,-0.23,-0.303,-0.20199999999999999,0.073,-0.177
166,2013-07-01,MEX,MXN,Mexico,37.0,12.94115,2.8590967572433703,10146.041,3.08761465121517,-0.042,-0.132,-0.006999999999999999,0.336,0.025
167,2013-07-01,NZL,NZD,New Zealand,5.5,1.279344975,4.29907500125211,35973.02,4.18883810775778,0.062,-0.038,0.1,0.48,0.136
168,2013-07-01,NOR,NOK,Norway,46.0,6.1281,7.506404921590709,97607.32,6.81683176073529,0.14,0.032,0.18100000000000002,0.588,0.218
